제목,링크,내용
이구영 한화솔루션 대표, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.newsworks.co.kr/news/articleView.html?idxno=566244,지난해 월부터 행정안전부가 어린이 보호구역에서 교통사고 예방과 보호를 최우선하는 교통문화 정착을 위해 진행 중인 이 캠페인은 국민 참여형 방식으로 진행 중이다 이 대표는 한화솔루션은 이번 캠페인을 공식 
계룡시, 개학맞이 <b>어린이</b> 기호식품 판매업소 지도·점검 나서,http://www.shinailbo.co.kr/news/articleView.html?idxno=1450840,시 관계자는 이번 점검을 통해 어린이 식품안전보호구역 내 조리판매업소의 위생수준 향상으로 학교 주변의 안전한 식품판매환경 조성에 더욱 힘쓰겠다며 아울러 코로나 확산 방지를 위해서는 시민여러분의 
조용돈 가스기술공사 사장, '<b>어린이</b> 교통안전 릴레이 챌린지',http://www.e2news.com/news/articleView.html?idxno=235478,행정안전부는 지난해 월부터 표어를 바탕으로 어린이 보호구역에서의 교통사고 예방과 아동 보호를 우선으로 하는 교통안전 캠페인을 릴레이 챌린지 형식으로 진행하고 있다 조용돈 사장은 이번 행사를 통해 
경북개발공사, <b>어린이</b> 교통안전 릴레이 챌린지 '동참',http://www.gukjenews.com/news/articleView.html?idxno=2296119,경북개발공사 어린이 교통안전 릴레이 챌린지 동참사진경북개발공사 어린이 교통안전 릴레이 챌린지는 지난해 행정안전부 주관으로 시작된 캠페인으로 어린이 보호구역 내 안전한 교육문화 정착을 위해 시작됐다 
[여론마당]<b>어린이보호구역</b> 24시간 단속,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=087&aid=0000858547,지난해 일명 민식이법도로교통법 제조 시행에 따라 어린이보호구역 내 무인 교통단속장비 설치 사업을 진행하고 있다 도내에는 지난해 대를 설치하여 준공검사 성능검사 시범운영계도기간 개월을 거쳐 
대전 서구, <b>어린이</b> 안전을 위한'교통안전 가방 덮개'제작,http://www.gocj.net/news/articleView.html?idxno=116832,이번 사업은 초등학교 신입생의 안전한 등하교를 위하여 어린이보호구역 내 차량 제한속도 를 의미하는 숫자  을 운전자의 눈에 잘 띄는 형광방수 재질의 덮개에 표시하여 가방 덮개로 사용하는 것이다 이를 
대전 서구, <b>어린이</b> 교통안전 위한 가방덮개 제작,http://www.newstnt.com/news/articleView.html?idxno=96506,교통안전 가방덮개에는 어린이보호구역 내 차량 제한속도를 의미하는 숫자 이 운전자 눈에 잘 띄는 형광방수재질덮개에 표시된다 구는 가방덮개 개를 제작해 내달 관내 초등학교 곳의 학년 학생들에게 
김해시, 초교 60곳 <b>어린이보호구역</b> 시설 강화,http://www.idomin.com/news/articleView.html?idxno=770723,김해시가 올해 말까지 초등학교 곳을 대상으로 어린이보호구역 안전시설을 강화한다 시는 년 지역교통안전 환경개선사업으로 확보한 국비를 포함해 사업비 억 원을 투자한다 앞서 시는 어린이보호구역 
'<b>어린이</b> 교통안전 릴레이 챌린지' 나선 김정수 삼양식품 총괄사장,http://www.globale.co.kr/news/articleView.html?idxno=14879,어린이 보호구역 안에서 발생하는 교통사고에 대한 경각심을 일깨우고 어린이 보호를 최우선으로 하는 교통안전 문화를 정착시키기 위해 릴레이 형식으로 진행되고 있다 김정수 총괄사장은 삼양식품 본사에서 캠페인 
스쿨존서 차 타려고 뛰쳐나온 <b>어린이</b>와 부딪혀 합의금 8백만원 물게 생긴 차주...,https://www.insight.co.kr/news/355948,만원을 다 줄 수 없다며 억울해한 이 운전자는 한문철 변호사에게 조언을 구했다지난 일 유튜브 채널 한문철 에는 어린이 보호구역에서 발생한 사고 영상이 올라왔다제보자 씨는 지난 월 일 오후 시께 어린이 
경기도, 2학기 등교 확대 앞두고 ‘<b>어린이</b>·청소년 안전확보 종합대책’ 추진,https://ilyo.co.kr/?ac=article_view&entry_id=410584,경기도 남부자치경찰위원회는 월 일 등교확대를 앞두고 경기남부경찰청과 어린이청소년 안전확보 군 시민단체 등을 편성해 주요 청소년 출입고용금지업소 성매매 광고 교육환경보호구역 내 금지영업성매매 
김선재 배재대 총장, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,https://news.unn.net/news/articleView.html?idxno=514423,이 챌린지는 어린이 보호구역 내 교통사고가 연이어 발생하면서 경각심을 일으키기 위해 행정안전부가 지난해 월부터 시작했다 교통안전 문화 확산과 사회적 공감대 형성을 위해 진행하는 대국민 참여 캠페인이다 김 
이구영 한화솔루션 대표 '<b>어린이</b> 교통안전 챌린지' 캠페인 동참,http://www.lcnews.co.kr/news/articleView.html?idxno=23039,한편 어린이 교통안전 릴레이 챌린지 캠페인은 지난해 월부터 행정안전부가 어린이 보호구역에서 교통사고 예방과 보호를 최우선으로 하는 교통문화 정착을 위해 진행 중인 이 캠페인은 국민 참여형 방식으로 진행 
이구영 한화솔루션 대표이사, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.iminju.net/news/articleView.html?idxno=74902,의장 한국가스기술공사 조용돈 사장을 다음 참가자로 지목했다 이 캠페인은 지난해 월부터 행정안전부가 어린이 보호구역에서 교통사고 예방과 보호를 최우선으로 하는 교통문화 정착을 위해 진행 중인 공익 운동이다
동신대 이주희 교학부총장 '<b>어린이</b> 교통 안전릴레이 챌리지' 동참,http://www.kyosu.net/news/articleView.html?idxno=74606,어린이 교통 안전릴레이 챌린지는 어린이 보호구역내 사고 예방과 교통안전 문화 확산 사회적 공감대 형성을 위해 행정안전부가 시작한 국민 참여 캠페인이다 이 부총장은 교통 안전릴레이 표어 단 멈춤 쪽 저쪽 
이상돈 토마토시스템 대표, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.datanet.co.kr/news/articleView.html?idxno=163609,지난해 월부터 행정안전부 주관으로 시작된 어린이 교통안전 릴레이 챌린지는 어린이 보호 구역 내 교통사고를 예방하고 어린이 보호 최우선 문화 정착을 위한 사회적 공감대를 형성하기 위해 시행되는 참여형 공익 
김해시, 60억 투입 <b>어린이보호구역</b> 안전 강화한다,http://www.newsgn.com/311697,김해시는 년 지역교통안전환경개선사업에서 확보한 국비를 포함해 총 억 원의 사업비를 투자해 올해 말까지 관내 전체 개 초등학교 어린이보호구역의 안전을 강화한다 일 김해시에 따르면 
동신대 이주희 교학부총장 ‘<b>어린이</b> 교통 안전릴레이 챌리지’ 동참,https://www.wikitree.co.kr/articles/681572,어린이 교통 안전릴레이 챌린지는 어린이 보호구역내 사고 예방과 교통안전 문화 확산 사회적 공감대 형성을 위해 행정안전부가 시작한 국민 참여 캠페인이다이 부총장은 교통 안전릴레이 표어 단 멈춤 쪽 
강동구, <b>어린이 보호구역</b> 내 노상주차장 일제정비,http://www.shinailbo.co.kr/news/articleView.html?idxno=1452353,서울시 강동구는 주차장법및 도로교통법 개정에 따라 오는 월일부터 관내 모든 어린이 보호구역 내 노상주차장을 일제 정비한다고 일 밝혔다 최근 스쿨존 내 어린이 교통사고 위험이 대두되면서 통학로 
해남군, <b>어린이</b> 교통안전 망토 제작...관내 초등학교 보급,http://www.thebigdata.co.kr/view.php?ud=202108231611157892e91b94b033_23,해남군은 학교 인근의 어린이 보호구역만으로는 상시적인 어린이 보호에 한계가 있다고 판단 매년 실질적인 어린이 보호를 위한 교통 안전문화운동을 추진하고 있다 올해 신학기에는 어린이 안전우산을 제작해 관내 
데이터스트림즈, '<b>어린이</b> 교통 안전 릴레이 챌린지'에 동참,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=030&aid=0002964076,어린이 교통 안전 챌린지는 지난해 월부터 행정안전부가 실시하고 있는 캠페인으로 어린이 보호 구역 내 교통사고를 예방하고 교통 안전을 준수하는 문화를 정착하고자 릴레이로 진행되고 있다 이영상 
<b>어린이보호구역</b> 횡단보도서 <b>어린이</b> 친 50대 운전자 집유 2년,http://www.dkilbo.com/news/articleView.html?idxno=342228,어린이보호구역에서 운전을 하다 횡단보도를 건너던 어린이를 다치게 한 운전자가 징역형의 집행유예를 선고받았다 대구지법 형사 부는 일 어린이보호구역에서 운전 중 어린이를 다치게 한 혐의로 운전자 모씨 
한국교원대 김종우 총장,'<b>어린이</b> 교통안전 릴레이 챌린지'동참,http://www.kyosu.net/news/articleView.html?idxno=74630,한국교원대 김종우가운데 총장 어린이 교통안전 릴레이 챌린지 동참 지난해 월부터 행정안전부 주관으로 시작한 어린이 교통안전 릴레이 챌린지는 어린이 보호구역 내 교통사고 예방과 어린이 보호 최우선 문화 
<b>어린이보호구역</b> 횡단보도 사고 운전자 징역형 집유,https://dgmbc.com/article/aUeVN-HkwIG2Tm,대구지법 형사부 이규철 부장판사는 운전을 하다가 어린이보호구역에서 어린이를 친 혐의로 기소된 살  씨에게 징역 월에 집행유예 년을 선고하고 시간 준법 운전 강의 수강을 명했습니다 씨는 지난 월 일 
대구시, '2학기 개학 시기 맞춰 <b>어린이</b> 교통안전 활동' 강화,https://www.geconomy.co.kr/news/article.html?no=131650,어린이보호구역 내 불법 주정차 차량 지도단속 지이코노미 홍종락 기자 | 대구시는초등학교학기개학을맞아어린이교통안전에대한시민공감대확산과어린이교통사고예방을위해어린이 
계룡시, <b>어린이</b> 안전한 먹거리 조성 나서,https://www.ccdailynews.com/news/articleView.html?idxno=2077227,박종성 환경위생과장은 이번 점검을 통해 어린이 식품안전보호구역 내 조리판매업소의 위생 수준 향상으로 학교 주변의 안전한 식품 판매환경 조성에 더욱 힘쓰겠다며 코로나 확산 방지를 위해 시민 여러분의 협조가 
이구영 한화솔루션 대표,'<b>어린이</b> 교통안전 릴레이 챌린지'동참,https://www.ngetnews.com/news/articleView.html?idxno=402624,지난해월부터 행정안전부가 어린이 보호구역에서 교통사고 예방과 보호를 최우선으로 하는 교통문화 정착을 위해 진행 중인 이 캠페인은 국민 참여형 방식으로 진행 중이다 이 대표는한화솔루션은 이번 캠페인을 
한국아동간호학회 오상은 회장(전남대 간호대학 교수), <b>어린이</b> 교통안전 릴레...,http://www.kyosu.net/news/articleView.html?idxno=74908,한국아동간호학회 오상은 회장전남대 간호대학 교수 이 캠페인은 어린이보호구역 내 교통사고 예방과 어린이 보호 최우선 문화를 정착시키기 위해 행정안전부가 전개하고 있다 챌린지 참여자는 국민 아이디어 공모를 
철원, 초교 주변 <b>보호구역</b> 위해요인 집중단속,http://www.shinailbo.co.kr/news/articleView.html?idxno=1453703,이강석 군 안전총괄과장은 어린이보호구역 내 불법 주정차 단속 초등학교 주변 불법 영업행위 어린이 통학차량 안전수칙 준수 학교 급식소 위생관리 실태 불량간판 정비 및 옥외광고물 단속 등에 중점을 두고 
부산 북구의회, <b>어린이보호구역</b> 주거지 주차장 폐지 유예 건의,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011106211,부산 북구의회는 지난 월 시행된 개정 주차장법에 따라 어린이 보호구역 내 주거지 전용 주차장이 폐지돼 불편과 혼란이 빚어지고 있다며 법 시행을 유예하는 등 대책을 마련해 달라고 국회 등에 건의한다고 
전남대 한국아동간호학회 오상은 회장 <b>어린이</b> 교통안전 릴레이 챌린지 동참,http://www.veritas-a.com/news/articleView.html?idxno=383625,이 캠페인은 어린이보호구역 내 교통사고 예방과 어린이 보호 최우선 문화를 정착시키기 위해 행정안전부가 전개하고 있다 챌린지 참여자는 국민 아이디어 공모를 통해 선정된 단 멈춤 쪽 저쪽 초 동안 고 예방 
임실기 인천서부서장, <b>어린이</b> 교통안전 릴레이 챌린지 동참,http://www.incheonilbo.com/news/articleView.html?idxno=1110382,이번 챌린지는 어린이 보호구역 내 교통사고 예방을 위해 마련된 것으로 지난해 월 행정안전부에서 시작됐다 임 서장은 다음 참여자로 최호열 인천연수경찰서장을 지목했다 임 서장은 인천 자치경찰 대 과제 중 
