제목,링크,내용
'민식이법 1년 반' 불법 주정차 여전...단속 장비 설치율 12%,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=052&aid=0001643366,어린이보호구역 내 교통사고 처벌기준을 강화한 이른바 민식이법이 시행된 지 년 반이 지났습니다 스쿨존 불법 주정차 과태료가 오르고 주민신고제도 도입됐지만 학교 앞 불법 주정차 차량은 여전히 사라지지 않고 
경찰, 초등학교 전면등교 맞춰 '<b>어린이 보호구역</b>' 집중 단속,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003546716,경찰이 지난 일부터 일까지 어린이보호구역 교통법규 위반을 단속한 결과 총 건수는 건으로 이 중 불법주정차가 건으로 가장 많았고 과속 건 신호위반 건 이륜차 횡단보도 승차주행 건 보행자 
초등 전면등교 앞두고…경찰, 하교 시간 <b>어린이보호구역</b> 집중 단속,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=028&aid=0002558405,다음달 일 예정된 초등학교 전면등교에 맞춰 경찰이 어린이보호구역스쿨존 내 교통 단속을 강화한다 서울경찰청은 일 초등학교 전면등교에 맞춰 어린이보호구역 교통법규 위반과 불법 주정차를 집중 단속한다고 
제천시, 2021년도 상반기 적극행정 우수공무원 선정,http://www.gokorea.kr/news/articleView.html?idxno=713690,가로등주에 어린이보호구역 시트를 부착하는 등 안전한 통학로 조성에 노력하였다 이밖에도 코로나 안심콜 출입관리서비스 도입 의림지뜰자연치유특구 지정 의림지 진입도로 확포장 문화재청 승인 등 많은 
‘초등학교 전면등교’ 대비…경찰, <b>어린이보호구역</b> 집중단속,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001880207,서울경찰청은 다음달 일 초등학생 전면등교 가능성에 대비해 어린이보호구역 내 교통법규 위반과 불법 주정차 등에 대한 집중 단속에 나설 예정이라고 일 밝혔다 앞서 교육부는 이달 일 발표한 학기 학사운영 
전남자치경찰, 수확철 교통사고 절도 예방 온힘,https://www.wikitree.co.kr/articles/692713,계획안 어린이보호구역 무인단속 과다지점 개선계획안 등을 심의의결했다 전남자치경찰위원회는 가을 수확철 교통사고 예방대책으로 농촌지역 주민 교통사고 예방 홍보 및 야광경광등 배부 국도상 농기계 
경찰, <b>어린이보호구역</b> 신호·속도 위반 등 집중 단속,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011110112,서울경찰청은 다음 달 일로 예정된 초등학교 전면 등교에 맞춰 어린이보호구역에서의 교통법규 위반과 불법 주정차 행위를 집중 단속한다고 오늘일 밝혔습니다 우선 경찰서별로 전담팀을 만들어 오후 시부터 
서울경찰, 초등학교 ‘전면 등교’ 맞춰 <b>어린이보호구역</b> 집중단속 실시,https://www.vop.co.kr/A00001594073.html,다음달 일 예정된 초등학교 전면등교에 맞춰 경찰이 어린이보호구역스쿨존 내 교통 단속을 강화한다 서울경찰청청장 최관호은 초등학교 전면등교에 맞춰 어린이 교통사고 예방을 위한 어린이보호구역 
대구시, <b>어린이보호구역</b> ‘무인교통단속장비’ 설치 확대,http://www.boannews.com/media/view.asp?idx=100184&kind=,년까지 무인교통단속 장비 대 추가 설치보안뉴스  대구시는 내년까지 어린이보호구역 보행 안전 확보를 위해 무인교통신호과속단속장비 대를 추가 설치한다년 월 도로교통법 개정일명 
대구시, <b>어린이 보호구역</b> 내 무인교통단속장비 확대,http://www.newsway.co.kr/news/view?tp=1&ud=2021082717340585847,대구시는 내년까지 어린이 보호구역 보행 안전 확보를 위해 무인교통단속장비 대를 추가 설치한다 년 월 도로교통법 개정으로 어린이 보호구역에 무인교통단속장비를 우선 설치해야 됨에 따라 대구시는 
대형건설사 공사현장으로 위험지역 된 '<b>어린이보호구역</b>',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=629&aid=0000102897,일 오후 시경 대형 건설사인 건설이 대구 수성구 공사현장 정문 앞을 가로지르는 어린이보호구역에는 불법주차 차량이 줄지어 서 있었다 이 어린이보호구역은 폭 로 유치원 곳과 중고등학교의 등교길로 학생들이 
순창군 불법 주·정차 주민신고제 운영,http://www.domin.co.kr/news/articleView.html?idxno=1355439,대 불법 주정차 금지구역은 횡단보도 소화전 반경  이내 교차로 모퉁이  이내 버스정류소  이내 어린이보호구역 등이다 특히 지난 년부터 주민신고제가 시행된 이후 해마다 신고 건수가 
대구시, <b>어린이 보호구역</b> ‘무인 교통단속 장비’ 264대 추가 설치,http://www.kukinews.com/newsView/kuk202108260183,대구시가 내년까지 어린이 보호구역에 무인 교통단속 장비 대를 추가 설치한다 사진은 동평초 인근 교차로 대구시 제공  대구시는 내년까지 어린이 보호구역 보행 안전 확보를 위해 무인 교통단속 
대구광역시, <b>어린이 보호구역</b> '무인교통단속장비' 설치 확대,http://www.gukjenews.com/news/articleView.html?idxno=2295823,사진제공대구시청 대구시권영진 대구시장는 내년까지 어린이 보호구역 보행 안전 확보를 위해 무인교통신호과속단속장비 대를 추가 설치한다 년 월 도로교통법 개정일명 민식이법으로 어린이 
대구시, <b>어린이보호구역</b> 무인단속장비 설치 확대,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003546047,대구시는 내년까지 어린이 보호구역 보행 안전 확보를 위해 무인교통신호과속단속장비 대를 추가 설치한다 대구시는 년 월 도로교통법 개정으로 어린이 보호구역에 무인교통단속장비를 우선 설치해야 
오가초, <b>어린이보호구역</b> 통학로 정비 사업 준공,https://www.ccdailynews.com/news/articleView.html?idxno=2078134, 어린이보호구역 통학로 정비사업 충남 예산군 오가초등학교는 년 월에 년 충청남도 도민참여 예산제 공모사업으로 어린이보호구역 통학로 정비 사업이 선정되어 예산군청의 사업 지원을 받아 지난 월부터 
대구시, <b>어린이 보호구역</b> '무인교통 단속장비' 설치 확대,http://www.hidomin.com/news/articleView.html?idxno=462079,대구시가 어린이 보호구역에서의 보행자 안전 확보에 힘을 쏟는다 대구시는 올해와 내년까지 대구지역 어린이 보호구역 내에 신호과속 등 무인교통 단속장비 대를 추가 설치한다고 일 밝혔다 앞서 시는 지난 
대구시, <b>어린이 보호구역</b> ‘무인교통단속장비’ 설치 확대,http://www.kbsm.net/default/index_view_page.php?idx=321687&part_idx=320,대구시가 내년까지 어린이 보호구역 보행 안전 확보를 위해 무인교통신호과속단속장비 대를 추가 설치한다도로교통법 개정일명 민식이법으로 어린이 보호구역에 무인교통단속장비를 우선 설치해야 됨에 따라 
강동구, <b>어린이 보호구역</b> 내 노상주차장 일제 정비,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005563560,서울 강동구는 주차장법과 도로교통법 개정에 따라 월일부터 관내 모든 어린이 보호구역 내 노상주차장을 일제 정비한다고 일 밝혔다 최근 스쿨존 내 어린이 교통사고 위험을 막기 위해 통학로 보행환경에 대한 
강동구, <b>어린이 보호구역</b> 내 노상주차장 일제 정비,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001879085,강동구구청장 이정훈는 주차장법 및 도로교통법 개정에 따라 오는 월 일부터 관내 모든 어린이 보호구역 내 노상주차장을 일제 정비한다고 일 밝혔다 최근 스쿨존 내 어린이 교통사고 위험이 대두되면서 통학로 
강동구, 10월 <b>어린이 보호구역</b> 노상주차장 일제 정비,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010684183,기사내용 요약주차장법 도로교통법 개정 등에 따라 월일자로 정비 주택가 소규모 주차장 확충 공유 주차 활성화 계획 서울 강동구는 오는 월일부터 관내 모든 어린이 보호구역 내 노상주차장을 일제 정비한다고 
강동구, <b>어린이 보호구역</b> 내 노상주차장 일제정비,http://www.shinailbo.co.kr/news/articleView.html?idxno=1452353,서울시 강동구는 주차장법및 도로교통법 개정에 따라 오는 월일부터 관내 모든 어린이 보호구역 내 노상주차장을 일제 정비한다고 일 밝혔다 최근 스쿨존 내 어린이 교통사고 위험이 대두되면서 통학로 
강동구, <b>어린이 보호구역</b>내 노상주차장 일제 정비,https://www.siminilbo.co.kr/news/newsview.php?ncode=1065599799546394,서울 강동구구청장 이정훈는 주차장법 및 도로교통법개정에 따라 오는 월일부터 지역내 모든 어린이 보호구역내 노상주차장을 일제 정비한다고 밝혔다 최근 스쿨존 내 어린이 교통사고 위험이 대두되면서 
울산 남구, <b>어린이 보호구역</b> 개선사업 시행,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005561479,울산 남구는 통학생들의 교통사고를 예방하기 위해 년 어린이 보호구역 개선사업을 추진한다고 일 밝혔다 올해 개선사업은 곳에서 시행된다 남구는 어린이 보호구역으로 신규 지정된 송화어린이집에 보호구역 
울산 남구, '2021년도 <b>어린이 보호구역</b> 개선사업' 추진,https://www.ibabynews.com/news/articleView.html?idxno=97737,남구에 따르면 관내 어린이보호구역으로 지정된 초등학교 등에 통학로의 안전과 범죄예방을 위해 억 만 원을 투입해 어린이 보호구역 개선사업을 시행하고 있다 올해 개선사업은 신규 지정된 송화어린이집에 
울산 남구, <b>어린이 보호구역</b> 7곳 개선 사업 추진,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010682810,사업 대상지 가운데 송화어린이집에는 어린이보호구역 표지판 등 신규시설물을 설치한다 남산초등학교 등 개 학교에는 고원식횡단보도 안전펜스 설치 등 안전시설물 보강공사에 들어간다 월평초등학교는 
울산 남구, '2021년도 <b>어린이 보호구역</b> 개선사업' 시행,http://www.iusm.co.kr/news/articleView.html?idxno=921209,일 남구에 따르면 관내 어린이보호구역으로 지정된 초등학교 등에 통학로의 안전과 범죄예방을 위해 억만원을 투입해 어린이 보호구역 개선사업을 시행하고 있다 올해 개선사업은 신규 지정된 송화어린이집에 
대구 <b>어린이보호구역</b>이 아파트 공사로 사고위험지역 전락,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=469&aid=0000625788,대형 건설사인 건설이 대구 수성구에서 아파트 공사를 진행하면서 어린이보호구역이 사고위험 지역으로 전락했다는 지적이 일고 있다 이 일대 어린이보호구역은 접촉 사고가 잦아 보행자 안전이 심각한 위협을 받고 
인천 동구, <b>어린이보호구역</b> 주차장 폐지로 인한 주민불편 최소화 총력,http://www.kmaeil.com/news/articleView.html?idxno=300187,인천시 동구청 인천 동구가 주차장법 개정 시행으로 어린이보호구역 내 노상주차장이 전면 폐지됨에 따라 야기되는 주민들의 불편을 최소화하기 위해 주민을 대상으로 적극적인 사전 홍보를 실시하고 대체주차장 확보를 
인천시 동구, <b>어린이보호구역</b> 주차장 폐지로 인한 주민불편 최소화 총력,https://www.siminilbo.co.kr/news/newsview.php?ncode=1065589499028521,인천 동구구청장 허인환가 주차장법 개정 시행으로 어린이보호구역 내 노상주차장이 전면 폐지됨에 따라 야기되는 주민들의 불편을 최소화하기 위해 주민을 대상으로 적극적인 사전 홍보를 실시하고 대체주차장 확보를 
